symboling,CarName,fueltype,aspiration,doornumber,carbody,drivewheel,enginelocation,wheelbase,carlength,carwidth,carheight,curbweight,enginetype,cylindernumber,enginesize,fuelsystem,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price,model
2,10,2,1,2,3,1,1,247.14,436.12,166.37,141.48,1025.57,1,4,97,7,3.01,3.4,23.0,52,4800,37,46,7775.0,rabbit
2,10,1,1,2,3,1,1,247.14,436.12,166.37,141.48,1001.99,1,4,109,8,3.19,3.4,9.0,85,5250,27,34,7975.0,1131 deluxe sedan
2,10,2,1,4,3,1,1,247.14,436.12,166.37,141.48,1026.93,1,4,97,7,3.01,3.4,23.0,52,4800,37,46,7995.0,model 111
2,10,1,1,4,3,1,1,247.14,436.12,166.37,141.48,1003.35,1,4,109,8,3.19,3.4,9.0,85,5250,27,34,8195.0,type 3
2,10,1,1,4,3,1,1,247.14,436.12,166.37,141.48,1031.92,1,4,109,8,3.19,3.4,9.0,85,5250,27,34,8495.0,411 (sw)
2,10,2,2,4,3,1,1,247.14,436.12,166.37,141.48,1051.88,1,4,97,7,3.01,3.4,23.0,68,4500,37,42,9495.0,super beetle
2,10,1,1,4,3,1,1,247.14,436.12,166.37,141.48,1043.26,1,4,109,8,3.19,3.4,10.0,100,5500,26,32,9995.0,dasher
3,10,1,1,2,4,1,1,240.03,404.62,163.07,141.22,1022.4,1,4,109,8,3.19,3.4,8.5,90,5500,24,29,11595.0,dasher
3,10,1,1,2,1,1,1,240.03,420.88,162.56,130.56,1007.43,1,4,109,8,3.19,3.4,8.5,90,5500,24,29,9980.0,rabbit
0,10,1,1,4,3,1,1,255.02,457.71,169.93,139.95,1207.01,1,5,136,8,3.19,3.4,8.5,110,5500,19,24,13295.0,rabbit
0,10,2,2,4,3,1,1,255.02,457.71,169.93,139.95,1169.81,1,4,97,7,3.01,3.4,23.0,68,4500,33,38,13845.0,rabbit custom
0,10,1,1,4,2,1,1,255.02,465.07,169.93,139.95,1162.56,1,4,109,8,3.19,3.4,9.0,88,5500,25,31,12290.0,dasher
-2,18,1,1,4,3,3,1,264.92,479.55,170.69,142.75,1320.86,1,4,141,8,3.78,3.15,9.5,114,5400,23,28,12940.0,145e (sw)
-1,18,1,1,4,2,3,1,264.92,479.55,170.69,146.05,1376.2,1,4,141,8,3.78,3.15,9.5,114,5400,23,28,13415.0,144ea
-2,18,1,1,4,3,3,1,264.92,479.55,170.69,142.75,1331.29,1,4,141,8,3.78,3.15,9.5,114,5400,24,28,15985.0,244dl
-1,18,1,1,4,2,3,1,264.92,479.55,170.69,146.05,1379.83,1,4,141,8,3.78,3.15,9.5,114,5400,24,28,16515.0,245
-2,18,1,2,4,3,3,1,264.92,479.55,170.69,142.75,1381.19,1,4,130,8,3.62,3.15,7.5,162,5100,17,22,18420.0,264gl
-1,18,1,2,4,2,3,1,264.92,479.55,170.69,146.05,1431.99,1,4,130,8,3.62,3.15,7.5,162,5100,17,22,18950.0,diesel
-1,18,1,1,4,3,3,1,277.11,479.55,175.01,140.97,1339.0,1,4,141,8,3.78,3.15,9.5,114,5400,23,28,16845.0,145e (sw)
-1,18,1,2,4,3,3,1,277.11,479.55,174.75,140.97,1383.0,1,4,141,8,3.78,3.15,8.7,160,5300,19,25,19045.0,144ea
-1,18,1,1,4,3,3,1,277.11,479.55,175.01,140.97,1366.22,5,6,173,8,3.58,2.87,8.8,134,5500,18,23,21485.0,244dl
-1,18,2,2,4,3,3,1,277.11,479.55,175.01,140.97,1459.21,1,6,145,7,3.01,3.4,23.0,106,4800,26,27,22470.0,246
-1,18,1,2,4,3,3,1,277.11,479.55,175.01,140.97,1388.9,1,4,141,8,3.78,3.15,9.5,114,5400,19,25,22625.0,264gl
